Params: 	299
Performance: 	0.9398760904134746
Term	Coefficient	Standard Error	p-value	95% CI lower	95% CI upper
Intercept	1.7627835811283192
1	0.37846295785670214	0.0026372336816072664	0.0	0.36852651660154034	0.38839939911186394
2	-0.12934610847890776	0.0026372336816072716	0.0	-0.13928254973406956	-0.11940966722374595
3	0.12428032810055029	0.0026372336816072694	0.0	0.11434388684538849	0.13421676935571208
4	-0.0922006200427735	0.0026372336816072694	2.084101767115037e-232	-0.1021370612979353	-0.0822641787876117
5	0.09413762459049799	0.0026372336816072694	6.776627680320444e-241	0.08420118333533619	0.10407406584565979
6	0.07141726252757814	0.0026372336816072694	8.118977740204923e-148	0.061480821272416344	0.08135370378273994
7	0.211358909199718	0.00263723368160727	0.0	0.2014224679445562	0.2212953504548798
8	0.34228182275664193	0.002637233681607271	0.0	0.33234538150148013	0.35221826401180373
9	-0.02356279839943554	0.00263723368160727	6.241656055544709e-19	-0.03349923965459734	-0.013626357144273737
10	-0.08045681707897004	0.0026372336816072707	5.043691128270726e-183	-0.09039325833413184	-0.07052037582380824
11	-0.026297688984108003	0.0026372336816072703	3.894096410597057e-23	-0.03623413023926981	-0.016361247728946197
12	-0.07253506913721869	0.00263723368160727	5.057333360241132e-152	-0.08247151039238049	-0.06259862788205689
1,2	-0.01891371672436415	0.002637233681607271	8.855254556196532e-13	-0.028850157979525955	-0.008977275469202342
1,3	0.023612251387547408	0.002637233681607269	5.285593837763142e-19	0.013675810132385608	0.03354869264270921
1,4	-0.022435137148054195	0.0026372336816072694	2.531094479462405e-17	-0.032371578403216	-0.012498695892892393
1,5	0.022281182370705623	0.0026372336816072673	4.141062661855319e-17	0.012344741115543829	0.032217623625867414
1,6	0.0432846420689425	0.002637233681607269	1.5347379072297321e-58	0.033348200813780704	0.0532210833241043
1,7	0.047168172153006754	0.002637233681607271	9.4151359459799e-69	0.03723173089784495	0.05710461340816856
1,8	0.10429895962620557	0.00263723368160727	9.116545681935186e-287	0.09436251837104377	0.11423540088136737
1,9	-0.029510053521898432	0.0026372336816072703	1.2769584100511775e-28	-0.039446494777060234	-0.01957361226673663
1,10	-0.01610964131108262	0.00263723368160727	1.106697166484007e-09	-0.02604608256624442	-0.006173200055920817
1,11	-0.013530786965748559	0.00263723368160727	3.031501145165834e-07	-0.02346722822091036	-0.0035943457105867566
1,12	-0.0034626271961546006	0.00263723368160727	0.1892700394208183	-0.013399068451316403	0.0064738140590072015
2,3	-0.0037724519844274072	0.00263723368160727	0.1526679002910443	-0.01370889323958921	0.006163989270734395
2,4	-0.0040298053131164364	0.0026372336816072694	0.12658526560634395	-0.013966246568278239	0.005906635942045366
2,5	-0.003109150694516419	0.0026372336816072694	0.23849436535107513	-0.01304559194967822	0.006827290560645383
2,6	0.0038638684163149403	0.00263723368160727	0.1429704994842493	-0.006072572838846862	0.013800309671476742
